cat_title,v_order,v_position,poem_text,poet_name,poem_id
غزل,3,0,حباب وار براندازم از نشاط کلاه,حافظ,193
غزل,4,1,اگر ز روی تو عکسی به جام ما افتد,حافظ,193
غزل,5,0,شبی که ماه مراد از افق شود طالع,حافظ,193
غزل,6,1,بود که پرتو نوری به بام ما افتد,حافظ,193
غزل,7,0,به بارگاه تو چون باد را نباشد بار,حافظ,193
غزل,8,1,کی اتفاق مجال سلام ما افتد,حافظ,193
غزل,9,0,چو جان فدای لبش شد خیال می‌بستم,حافظ,193
غزل,10,1,که قطره‌ای ز زلالش به کام ما افتد,حافظ,193
غزل,11,0,خیال زلف تو گفتا که جان وسیله مساز,حافظ,193
غزل,12,1,کز این شکار فراوان به دام ما افتد,حافظ,193
غزل,13,0,به ناامیدی از این در مرو بزن فالی,حافظ,193
غزل,14,1,بود که قرعه دولت به نام ما افتد,حافظ,193
غزل,15,0,ز خاک کوی تو هر گه که دم زند حافظ,حافظ,193
غزل,16,1,نسیم گلشن جان در مشام ما افتد,حافظ,193
غزل,1,0,درخت دوستی بنشان که کام دل به بار آرد,حافظ,194
غزل,2,1,نهال دشمنی برکن که رنج بی‌شمار آرد,حافظ,194
غزل,3,0,چو مهمان خراباتی به عزت باش با رندان,حافظ,194
غزل,4,1,که درد سر کشی جانا گرت مستی خمار آرد,حافظ,194
غزل,5,0,شب صحبت غنیمت دان که بعد از روزگار ما,حافظ,194
غزل,6,1,بسی گردش کند گردون بسی لیل و نهار آرد,حافظ,194
غزل,7,0,عماری دار لیلی را که مهد ماه در حکم است,حافظ,194
غزل,8,1,خدا را در دل اندازش که بر مجنون گذار آرد,حافظ,194
غزل,9,0,بهار عمر خواه ای دل وگرنه این چمن هر سال,حافظ,194
غزل,10,1,چو نسرین صد گل آرد بار و چون بلبل هزار آرد,حافظ,194
غزل,11,0,خدا را چون دل ریشم قراری بست با زلفت,حافظ,194
غزل,12,1,بفرما لعل نوشین را که زودش باقرار آرد,حافظ,194
غزل,13,0,در این باغ از خدا خواهد دگر پیرانه سر حافظ,حافظ,194
غزل,14,1,نشیند بر لب جویی و سروی در کنار آرد,حافظ,194
غزل,1,0,کسی که حسن و خط دوست در نظر دارد,حافظ,195
غزل,2,1,محقق است که او حاصل بصر دارد,حافظ,195
غزل,3,0,چو خامه در ره فرمان او سر طاعت,حافظ,195
غزل,4,1,نهاده‌ایم مگر او به تیغ بردارد,حافظ,195
غزل,5,0,کسی به وصل تو چون شمع یافت پروانه,حافظ,195
غزل,6,1,که زیر تیغ تو هر دم سری دگر دارد,حافظ,195
غزل,7,0,به پای بوس تو دست کسی رسید که او,حافظ,195
غزل,8,1,چو آستانه بدین در همیشه سر دارد,حافظ,195
غزل,9,0,ز زهد خشک ملولم کجاست باده ناب,حافظ,195
غزل,10,1,که بوی باده مدامم دماغ تر دارد,حافظ,195
غزل,11,0,ز باده هیچت اگر نیست این نه بس که تو را,حافظ,195
غزل,12,1,دمی ز وسوسه عقل بی‌خبر دارد,حافظ,195
غزل,13,0,کسی که از ره تقوا قدم برون ننهاد,حافظ,195
غزل,14,1,به عزم میکده اکنون ره سفر دارد,حافظ,195
غزل,15,0,دل شکسته حافظ به خاک خواهد برد,حافظ,195
غزل,16,1,چو لاله داغ هوایی که بر جگر دارد,حافظ,195
غزل,1,0,دل ما به دور رویت ز چمن فراغ دارد,حافظ,196
غزل,2,1,که چو سرو پایبند است و چو لاله داغ دارد,حافظ,196
غزل,3,0,سر ما فرونیاید به کمان ابروی کس,حافظ,196
غزل,4,1,که درون گوشه گیران ز جهان فراغ دارد,حافظ,196
غزل,5,0,ز بنفشه تاب دارم که ز زلف او زند دم,حافظ,196
غزل,6,1,تو سیاه کم بها بین که چه در دماغ دارد,حافظ,196
غزل,7,0,به چمن خرام و بنگر بر تخت گل که لاله,حافظ,196
غزل,8,1,به ندیم شاه ماند که به کف ایاغ دارد,حافظ,196
غزل,9,0,شب ظلمت و بیابان به کجا توان رسیدن,حافظ,196
غزل,10,1,مگر آن که شمع رویت به رهم چراغ دارد,حافظ,196
غزل,11,0,من و شمع صبحگاهی سزد ار به هم بگرییم,حافظ,196
غزل,12,1,که بسوختیم و از ما بت ما فراغ دارد,حافظ,196
غزل,13,0,سزدم چو ابر بهمن که بر این چمن بگریم,حافظ,196
غزل,14,1,طرب آشیان بلبل بنگر که زاغ دارد,حافظ,196
غزل,15,0,سر درس عشق دارد دل دردمند حافظ,حافظ,196
غزل,16,1,که نه خاطر تماشا نه هوای باغ دارد,حافظ,196
غزل,1,0,آن کس که به دست جام دارد,حافظ,197
غزل,2,1,سلطانی جم مدام دارد,حافظ,197
غزل,3,0,آبی که خضر حیات از او یافت,حافظ,197
غزل,4,1,در میکده جو که جام دارد,حافظ,197
غزل,5,0,سررشته جان به جام بگذار,حافظ,197
غزل,6,1,کاین رشته از او نظام دارد,حافظ,197
غزل,7,0,ما و می و زاهدان و تقوا,حافظ,197
غزل,8,1,تا یار سر کدام دارد,حافظ,197
غزل,9,0,بیرون ز لب تو ساقیا نیست,حافظ,197
غزل,10,1,در دور کسی که کام دارد,حافظ,197
غزل,11,0,نرگس همه شیوه‌های مستی,حافظ,197
غزل,12,1,از چشم خوشت به وام دارد,حافظ,197
غزل,13,0,ذکر رخ و زلف تو دلم را,حافظ,197
غزل,14,1,وردیست که صبح و شام دارد,حافظ,197
غزل,15,0,بر سینه ریش دردمندان,حافظ,197
غزل,16,1,لعلت نمکی تمام دارد,حافظ,197
غزل,17,0,در چاه ذقن چو حافظ ای جان,حافظ,197
غزل,18,1,حسن تو دو صد غلام دارد,حافظ,197
غزل,1,0,دلی که غیب نمای است و جام جم دارد,حافظ,198
غزل,2,1,ز خاتمی که دمی گم شود چه غم دارد,حافظ,198
غزل,3,0,به خط و خال گدایان مده خزینه دل,حافظ,198
غزل,4,1,به دست شاهوشی ده که محترم دارد,حافظ,198
غزل,5,0,نه هر درخت تحمل کند جفای خزان,حافظ,198
غزل,6,1,غلام همت سروم که این قدم دارد,حافظ,198
غزل,7,0,رسید موسم آن کز طرب چو نرگس مست,حافظ,198
غزل,8,1,نهد به پای قدح هر که شش درم دارد,حافظ,198
غزل,9,0,زر از بهای می اکنون چو گل دریغ مدار,حافظ,198
غزل,10,1,که عقل کل به صدت عیب متهم دارد,حافظ,198
غزل,11,0,ز سر غیب کس آگاه نیست قصه مخوان,حافظ,198
غزل,12,1,کدام محرم دل ره در این حرم دارد,حافظ,198
غزل,13,0,دلم که لاف تجرد زدی کنون صد شغل,حافظ,198
غزل,14,1,به بوی زلف تو با باد صبحدم دارد,حافظ,198
غزل,15,0,مراد دل ز که پرسم که نیست دلداری,حافظ,198
غزل,16,1,که جلوه نظر و شیوه کرم دارد,حافظ,198
غزل,17,0,ز جیب خرقه حافظ چه طرف بتوان بست,حافظ,198
غزل,18,1,که ما صمد طلبیدیم و او صنم دارد,حافظ,198
غزل,1,0,بتی دارم که گرد گل ز سنبل سایه بان دارد,حافظ,199
غزل,2,1,بهار عارضش خطی به خون ارغوان دارد,حافظ,199
غزل,3,0,غبار خط بپوشانید خورشید رخش یا رب,حافظ,199
غزل,4,1,بقای جاودانش ده که حسن جاودان دارد,حافظ,199
غزل,5,0,چو عاشق می‌شدم گفتم که بردم گوهر مقصود,حافظ,199
غزل,6,1,ندانستم که این دریا چه موج خون فشان دارد,حافظ,199
غزل,7,0,ز چشمت جان نشاید برد کز هر سو که می‌بینم,حافظ,199
غزل,8,1,کمین از گوشه‌ای کرده‌ست و تیر اندر کمان دارد,حافظ,199
غزل,9,0,چو دام طره افشاند ز گرد خاطر عشاق,حافظ,199
غزل,10,1,به غماز صبا گوید که راز ما نهان دارد,حافظ,199
غزل,11,0,بیفشان جرعه‌ای بر خاک و حال اهل دل بشنو,حافظ,199
غزل,12,1,که از جمشید و کیخسرو فراوان داستان دارد,حافظ,199
غزل,13,0,چو در رویت بخندد گل مشو در دامش ای بلبل,حافظ,199
غزل,14,1,که بر گل اعتمادی نیست گر حسن جهان دارد,حافظ,199
غزل,15,0,خدا را داد من بستان از او ای شحنه مجلس,حافظ,199
غزل,16,1,که می با دیگری خورده‌ست و با من سر گران دارد,حافظ,199
غزل,17,0,به فتراک ار همی‌بندی خدا را زود صیدم کن,حافظ,199
غزل,18,1,که آفت‌هاست در تاخیر و طالب را زیان دارد,حافظ,199
غزل,19,0,ز سروقد دلجویت مکن محروم چشمم را,حافظ,199
غزل,20,1,بدین سرچشمه‌اش بنشان که خوش آبی روان دارد,حافظ,199
غزل,21,0,ز خوف هجرم ایمن کن اگر امید آن داری,حافظ,199
غزل,22,1,که از چشم بداندیشان خدایت در امان دارد,حافظ,199
غزل,23,0,چه عذر بخت خود گویم که آن عیار شهرآشوب,حافظ,199
غزل,24,1,به تلخی کشت حافظ را و شکر در دهان دارد,حافظ,199
غزل,1,0,هر آن کو خاطر مجموع و یار نازنین دارد,حافظ,200
غزل,2,1,سعادت همدم او گشت و دولت همنشین دارد,حافظ,200
غزل,3,0,حریم عشق را درگه بسی بالاتر از عقل است,حافظ,200
غزل,4,1,کسی آن آستان بوسد که جان در آستین دارد,حافظ,200
غزل,5,0,دهان تنگ شیرینش مگر ملک سلیمان است,حافظ,200
غزل,6,1,که نقش خاتم لعلش جهان زیر نگین دارد,حافظ,200
غزل,7,0,لب لعل و خط مشکین چو آنش هست و اینش هست,حافظ,200
غزل,8,1,بنازم دلبر خود را که حسنش آن و این دارد,حافظ,200
غزل,9,0,به خواری منگر ای منعم ضعیفان و نحیفان را,حافظ,200
غزل,10,1,که صدر مجلس عشرت گدای رهنشین دارد,حافظ,200
غزل,11,0,چو بر روی زمین باشی توانایی غنیمت دان,حافظ,200
غزل,12,1,که دوران ناتوانی‌ها بسی زیر زمین دارد,حافظ,200
غزل,13,0,بلاگردان جان و تن دعای مستمندان است,حافظ,200
غزل,14,1,که بیند خیر از آن خرمن که ننگ از خوشه چین دارد,حافظ,200
غزل,15,0,صبا از عشق من رمزی بگو با آن شه خوبان,حافظ,200
غزل,16,1,که صد جمشید و کیخسرو غلام کمترین دارد,حافظ,200
غزل,17,0,و گر گوید نمی‌خواهم چو حافظ عاشق مفلس,حافظ,200
غزل,18,1,بگوییدش که سلطانی گدایی همنشین دارد,حافظ,200
غزل,1,0,مطرب عشق عجب ساز و نوایی دارد,حافظ,202
غزل,2,1,نقش هر نغمه که زد راه به جایی دارد,حافظ,202
غزل,3,0,عالم از ناله عشاق مبادا خالی,حافظ,202
غزل,4,1,که خوش آهنگ و فرح بخش هوایی دارد,حافظ,202
غزل,5,0,پیر دردی کش ما گر چه ندارد زر و زور,حافظ,202
غزل,6,1,خوش عطابخش و خطاپوش خدایی دارد,حافظ,202
غزل,7,0,محترم دار دلم کاین مگس قندپرست,حافظ,202
غزل,8,1,تا هواخواه تو شد فر همایی دارد,حافظ,202
غزل,9,0,از عدالت نبود دور گرش پرسد حال,حافظ,202
غزل,10,1,پادشاهی که به همسایه گدایی دارد,حافظ,202
غزل,11,0,اشک خونین بنمودم به طبیبان گفتند,حافظ,202
غزل,12,1,درد عشق است و جگرسوز دوایی دارد,حافظ,202
غزل,13,0,ستم از غمزه میاموز که در مذهب عشق,حافظ,202
غزل,14,1,هر عمل اجری و هر کرده جزایی دارد,حافظ,202
غزل,15,0,نغز گفت آن بت ترسابچه باده پرست,حافظ,202
غزل,16,1,شادی روی کسی خور که صفایی دارد,حافظ,202
غزل,17,0,خسروا حافظ درگاه نشین فاتحه خواند,حافظ,202
غزل,18,1,و از زبان تو تمنای دعایی دارد,حافظ,202
غزل,1,0,آن که از سنبل او غالیه تابی دارد,حافظ,203
غزل,2,1,باز با دلشدگان ناز و عتابی دارد,حافظ,203
غزل,3,0,از سر کشته خود می‌گذری همچون باد,حافظ,203
غزل,4,1,چه توان کرد که عمر است و شتابی دارد,حافظ,203
غزل,5,0,ماه خورشید نمایش ز پس پرده زلف,حافظ,203
غزل,6,1,آفتابیست که در پیش سحابی دارد,حافظ,203
غزل,7,0,چشم من کرد به هر گوشه روان سیل سرشک,حافظ,203
غزل,8,1,تا سهی سرو تو را تازه‌تر آبی دارد,حافظ,203
غزل,9,0,غمزه شوخ تو خونم به خطا می‌ریزد,حافظ,203
غزل,10,1,فرصتش باد که خوش فکر صوابی دارد,حافظ,203
غزل,11,0,آب حیوان اگر این است که دارد لب دوست,حافظ,203
غزل,12,1,روشن است این که خضر بهره سرابی دارد,حافظ,203
غزل,13,0,چشم مخمور تو دارد ز دلم قصد جگر,حافظ,203
غزل,14,1,ترک مست است مگر میل کبابی دارد,حافظ,203
غزل,15,0,جان بیمار مرا نیست ز تو روی سؤال,حافظ,203
غزل,16,1,ای خوش آن خسته که از دوست جوابی دارد,حافظ,203
غزل,17,0,کی کند سوی دل خسته حافظ نظری,حافظ,203
غزل,18,1,چشم مستش که به هر گوشه خرابی دارد,حافظ,203
غزل,1,0,شاهد آن نیست که مویی و میانی دارد,حافظ,204
غزل,2,1,بنده طلعت آن باش که آنی دارد,حافظ,204
غزل,3,0,شیوه حور و پری گر چه لطیف است ولی,حافظ,204
غزل,4,1,خوبی آن است و لطافت که فلانی دارد,حافظ,204
غزل,5,0,چشمه چشم مرا ای گل خندان دریاب,حافظ,204
غزل,6,1,که به امید تو خوش آب روانی دارد,حافظ,204
غزل,7,0,گوی خوبی که برد از تو که خورشید آن جا,حافظ,204
غزل,8,1,نه سواریست که در دست عنانی دارد,حافظ,204
غزل,9,0,دل نشان شد سخنم تا تو قبولش کردی,حافظ,204
غزل,10,1,آری آری سخن عشق نشانی دارد,حافظ,204
غزل,11,0,خم ابروی تو در صنعت تیراندازی,حافظ,204
غزل,12,1,برده از دست هر آن کس که کمانی دارد,حافظ,204
غزل,13,0,در ره عشق نشد کس به یقین محرم راز,حافظ,204
غزل,14,1,هر کسی بر حسب فکر گمانی دارد,حافظ,204
غزل,15,0,با خرابات نشینان ز کرامات ملاف,حافظ,204
غزل,16,1,هر سخن وقتی و هر نکته مکانی دارد,حافظ,204
غزل,17,0,مرغ زیرک نزند در چمنش پرده سرای,حافظ,204
غزل,18,1,هر بهاری که به دنباله خزانی دارد,حافظ,204
غزل,19,0,مدعی گو لغز و نکته به حافظ مفروش,حافظ,204
غزل,20,1,کلک ما نیز زبانی و بیانی دارد,حافظ,204
غزل,1,0,جان بی جمال جانان میل جهان ندارد,حافظ,205
غزل,2,1,هر کس که این ندارد حقا که آن ندارد,حافظ,205
غزل,3,0,با هیچ کس نشانی زان دلستان ندیدم,حافظ,205
غزل,4,1,یا من خبر ندارم یا او نشان ندارد,حافظ,205
غزل,5,0,هر شبنمی در این ره صد بحر آتشین است,حافظ,205
غزل,6,1,دردا که این معما شرح و بیان ندارد,حافظ,205
غزل,7,0,سرمنزل فراغت نتوان ز دست دادن,حافظ,205
غزل,8,1,ای ساروان فروکش کاین ره کران ندارد,حافظ,205
غزل,9,0,چنگ خمیده قامت می‌خواندت به عشرت,حافظ,205
غزل,10,1,بشنو که پند پیران هیچت زیان ندارد,حافظ,205
غزل,11,0,ای دل طریق رندی از محتسب بیاموز,حافظ,205
غزل,12,1,مست است و در حق او کس این گمان ندارد,حافظ,205
غزل,13,0,احوال گنج قارون کایام داد بر باد,حافظ,205
غزل,14,1,در گوش دل فروخوان تا زر نهان ندارد,حافظ,205
غزل,15,0,گر خود رقیب شمع است اسرار از او بپوشان,حافظ,205
غزل,16,1,کان شوخ سربریده بند زبان ندارد,حافظ,205
غزل,17,0,کس در جهان ندارد یک بنده همچو حافظ,حافظ,205
غزل,18,1,زیرا که چون تو شاهی کس در جهان ندارد,حافظ,205
غزل,1,0,روشنی طلعت تو ماه ندارد,حافظ,206
غزل,2,1,پیش تو گل رونق گیاه ندارد,حافظ,206
غزل,3,0,گوشه ابروی توست منزل جانم,حافظ,206
غزل,4,1,خوشتر از این گوشه پادشاه ندارد,حافظ,206
غزل,5,0,تا چه کند با رخ تو دود دل من,حافظ,206
غزل,6,1,آینه دانی که تاب آه ندارد,حافظ,206
غزل,7,0,شوخی نرگس نگر که پیش تو بشکفت,حافظ,206
غزل,8,1,چشم دریده ادب نگاه ندارد,حافظ,206
غزل,9,0,دیدم و آن چشم دل سیه که تو داری,حافظ,206
غزل,10,1,جانب هیچ آشنا نگاه ندارد,حافظ,206
غزل,11,0,رطل گرانم ده ای مرید خرابات,حافظ,206
غزل,12,1,شادی شیخی که خانقاه ندارد,حافظ,206
غزل,13,0,خون خور و خامش نشین که آن دل نازک,حافظ,206
غزل,14,1,طاقت فریاد دادخواه ندارد,حافظ,206
غزل,15,0,گو برو و آستین به خون جگر شوی,حافظ,206
غزل,16,1,هر که در این آستانه راه ندارد,حافظ,206
غزل,17,0,نی من تنها کشم تطاول زلفت,حافظ,206
غزل,18,1,کیست که او داغ آن سیاه ندارد,حافظ,206
غزل,19,0,حافظ اگر سجده تو کرد مکن عیب,حافظ,206
غزل,20,1,کافر عشق ای صنم گناه ندارد,حافظ,206
غزل,1,0,نیست در شهر نگاری که دل ما ببرد,حافظ,207
غزل,2,1,بختم ار یار شود رختم از این جا ببرد,حافظ,207
غزل,3,0,کو حریفی کش سرمست که پیش کرمش,حافظ,207
غزل,4,1,عاشق سوخته دل نام تمنا ببرد,حافظ,207
غزل,5,0,باغبانا ز خزان بی‌خبرت می‌بینم,حافظ,207
غزل,6,1,آه از آن روز که بادت گل رعنا ببرد,حافظ,207
غزل,7,0,رهزن دهر نخفته‌ست مشو ایمن از او,حافظ,207
غزل,8,1,اگر امروز نبرده‌ست که فردا ببرد,حافظ,207
غزل,9,0,در خیال این همه لعبت به هوس می‌بازم,حافظ,207
غزل,10,1,بو که صاحب نظری نام تماشا ببرد,حافظ,207
غزل,11,0,علم و فضلی که به چل سال دلم جمع آورد,حافظ,207
غزل,12,1,ترسم آن نرگس مستانه به یغما ببرد,حافظ,207
غزل,13,0,بانگ گاوی چه صدا بازدهد عشوه مخر,حافظ,207
غزل,14,1,سامری کیست که دست از ید بیضا ببرد,حافظ,207
غزل,15,0,جام مینایی می سد ره تنگ دلیست,حافظ,207
غزل,16,1,منه از دست که سیل غمت از جا ببرد,حافظ,207
غزل,17,0,راه عشق ار چه کمینگاه کمانداران است,حافظ,207
غزل,18,1,هر که دانسته رود صرفه ز اعدا ببرد,حافظ,207
غزل,19,0,حافظ ار جان طلبد غمزه مستانه یار,حافظ,207
غزل,20,1,خانه از غیر بپرداز و بهل تا ببرد,حافظ,207
غزل,1,0,سحر بلبل حکایت با صبا کرد,حافظ,209
غزل,2,1,که عشق روی گل با ما چه‌ها کرد,حافظ,209
غزل,3,0,از آن رنگ رخم خون در دل افتاد,حافظ,209
غزل,4,1,وز آن گلشن به خارم مبتلا کرد,حافظ,209
غزل,5,0,غلام همت آن نازنینم,حافظ,209
غزل,6,1,که کار خیر بی روی و ریا کرد,حافظ,209
غزل,7,0,من از بیگانگان دیگر ننالم,حافظ,209
غزل,8,1,که با من هر چه کرد آن آشنا کرد,حافظ,209
غزل,9,0,گر از سلطان طمع کردم خطا بود,حافظ,209
غزل,10,1,ور از دلبر وفا جستم جفا کرد,حافظ,209
غزل,11,0,خوشش باد آن نسیم صبحگاهی,حافظ,209
غزل,12,1,که درد شب نشینان را دوا کرد,حافظ,209
غزل,13,0,نقاب گل کشید و زلف سنبل,حافظ,209
غزل,14,1,گره بند قبای غنچه وا کرد,حافظ,209
غزل,15,0,به هر سو بلبل عاشق در افغان,حافظ,209
غزل,16,1,تنعم از میان باد صبا کرد,حافظ,209
غزل,17,0,بشارت بر به کوی می فروشان,حافظ,209
غزل,18,1,که حافظ توبه از زهد ریا کرد,حافظ,209
غزل,19,0,وفا از خواجگان شهر با من,حافظ,209
غزل,20,1,کمال دولت و دین بوالوفا کرد,حافظ,209
غزل,1,0,بیا که ترک فلک خوان روزه غارت کرد,حافظ,210
غزل,2,1,هلال عید به دور قدح اشارت کرد,حافظ,210
غزل,3,0,ثواب روزه و حج قبول آن کس برد,حافظ,210
غزل,4,1,که خاک میکده عشق را زیارت کرد,حافظ,210
غزل,5,0,مقام اصلی ما گوشه خرابات است,حافظ,210
غزل,6,1,خداش خیر دهاد آن که این عمارت کرد,حافظ,210
غزل,7,0,بهای باده چون لعل چیست جوهر عقل,حافظ,210
غزل,8,1,بیا که سود کسی برد کاین تجارت کرد,حافظ,210
غزل,9,0,نماز در خم آن ابروان محرابی,حافظ,210
غزل,10,1,کسی کند که به خون جگر طهارت کرد,حافظ,210
غزل,11,0,فغان که نرگس جماش شیخ شهر امروز,حافظ,210
غزل,12,1,نظر به دردکشان از سر حقارت کرد,حافظ,210
غزل,13,0,به روی یار نظر کن ز دیده منت دار,حافظ,210
غزل,14,1,که کار دیده نظر از سر بصارت کرد,حافظ,210
غزل,15,0,حدیث عشق ز حافظ شنو نه از واعظ,حافظ,210
غزل,16,1,اگر چه صنعت بسیار در عبارت کرد,حافظ,210
غزل,1,0,به آب روشن می عارفی طهارت کرد,حافظ,211
غزل,2,1,علی الصباح که میخانه را زیارت کرد,حافظ,211
غزل,3,0,همین که ساغر زرین خور نهان گردید,حافظ,211
غزل,4,1,هلال عید به دور قدح اشارت کرد,حافظ,211
غزل,5,0,خوشا نماز و نیاز کسی که از سر درد,حافظ,211
غزل,6,1,به آب دیده و خون جگر طهارت کرد,حافظ,211
غزل,7,0,امام خواجه که بودش سر نماز دراز,حافظ,211
غزل,8,1,به خون دختر رز خرقه را قصارت کرد,حافظ,211
غزل,9,0,دلم ز حلقه زلفش به جان خرید آشوب,حافظ,211
غزل,10,1,چه سود دید ندانم که این تجارت کرد,حافظ,211
غزل,11,0,اگر امام جماعت طلب کند امروز,حافظ,211
غزل,12,1,خبر دهید که حافظ به می طهارت کرد,حافظ,211
غزل,1,0,بلبلی خون دلی خورد و گلی حاصل کرد,حافظ,213
غزل,2,1,باد غیرت به صدش خار پریشان دل کرد,حافظ,213
غزل,3,0,طوطی ای را به خیال شکری دل خوش بود,حافظ,213
غزل,4,1,ناگهش سیل فنا نقش امل باطل کرد,حافظ,213
غزل,5,0,قرة العین من آن میوه دل یادش باد,حافظ,213
غزل,6,1,که چه آسان بشد و کار مرا مشکل کرد,حافظ,213
غزل,7,0,ساروان بار من افتاد خدا را مددی,حافظ,213
غزل,8,1,که امید کرمم همره این محمل کرد,حافظ,213
غزل,9,0,روی خاکی و نم چشم مرا خوار مدار,حافظ,213
غزل,10,1,چرخ فیروزه طربخانه از این کهگل کرد,حافظ,213
غزل,11,0,آه و فریاد که از چشم حسود مه چرخ,حافظ,213
غزل,12,1,در لحد ماه کمان ابروی من منزل کرد,حافظ,213
غزل,13,0,نزدی شاه رخ و فوت شد امکان حافظ,حافظ,213
غزل,14,1,چه کنم بازی ایام مرا غافل کرد,حافظ,213
غزل,1,0,چو باد عزم سر کوی یار خواهم کرد,حافظ,214
غزل,2,1,نفس به بوی خوشش مشکبار خواهم کرد,حافظ,214
غزل,3,0,به هرزه بی می و معشوق عمر می‌گذرد,حافظ,214
غزل,4,1,بطالتم بس از امروز کار خواهم کرد,حافظ,214
غزل,5,0,هر آبروی که اندوختم ز دانش و دین,حافظ,214
غزل,6,1,نثار خاک ره آن نگار خواهم کرد,حافظ,214
غزل,7,0,چو شمع صبحدمم شد ز مهر او روشن,حافظ,214
غزل,8,1,که عمر در سر این کار و بار خواهم کرد,حافظ,214
غزل,9,0,به یاد چشم تو خود را خراب خواهم ساخت,حافظ,214
غزل,10,1,بنای عهد قدیم استوار خواهم کرد,حافظ,214
غزل,11,0,صبا کجاست که این جان خون گرفته چو گل,حافظ,214
غزل,12,1,فدای نکهت گیسوی یار خواهم کرد,حافظ,214
غزل,13,0,نفاق و زرق نبخشد صفای دل حافظ,حافظ,214
غزل,14,1,طریق رندی و عشق اختیار خواهم کرد,حافظ,214
غزل,1,0,دست در حلقه آن زلف دوتا نتوان کرد,حافظ,215
غزل,2,1,تکیه بر عهد تو و باد صبا نتوان کرد,حافظ,215
غزل,3,0,آن چه سعی است من اندر طلبت بنمایم,حافظ,215
غزل,4,1,این قدر هست که تغییر قضا نتوان کرد,حافظ,215
غزل,5,0,دامن دوست به صد خون دل افتاد به دست,حافظ,215
غزل,6,1,به فسوسی که کند خصم رها نتوان کرد,حافظ,215
غزل,7,0,عارضش را به مثل ماه فلک نتوان گفت,حافظ,215
غزل,8,1,نسبت دوست به هر بی سر و پا نتوان کرد,حافظ,215
غزل,9,0,سروبالای من آن گه که درآید به سماع,حافظ,215
غزل,10,1,چه محل جامه جان را که قبا نتوان کرد,حافظ,215
غزل,11,0,نظر پاک تواند رخ جانان دیدن,حافظ,215
غزل,12,1,که در آیینه نظر جز به صفا نتوان کرد,حافظ,215
غزل,13,0,مشکل عشق نه در حوصله دانش ماست,حافظ,215
غزل,14,1,حل این نکته بدین فکر خطا نتوان کرد,حافظ,215
غزل,15,0,غیرتم کشت که محبوب جهانی لیکن,حافظ,215
غزل,16,1,روز و شب عربده با خلق خدا نتوان کرد,حافظ,215
غزل,17,0,من چه گویم که تو را نازکی طبع لطیف,حافظ,215
غزل,18,1,تا به حدیست که آهسته دعا نتوان کرد,حافظ,215
غزل,19,0,بجز ابروی تو محراب دل حافظ نیست,حافظ,215
غزل,20,1,طاعت غیر تو در مذهب ما نتوان کرد,حافظ,215
غزل,1,0,دل از من برد و روی از من نهان کرد,حافظ,216
غزل,2,1,خدا را با که این بازی توان کرد,حافظ,216
غزل,3,0,شب تنهاییم در قصد جان بود,حافظ,216
غزل,4,1,خیالش لطف‌های بی‌کران کرد,حافظ,216
غزل,5,0,چرا چون لاله خونین دل نباشم,حافظ,216
غزل,6,1,که با ما نرگس او سرگران کرد,حافظ,216
غزل,7,0,که را گویم که با این درد جان سوز,حافظ,216
غزل,8,1,طبیبم قصد جان ناتوان کرد,حافظ,216
غزل,9,0,بدان سان سوخت چون شمعم که بر من,حافظ,216
غزل,10,1,صراحی گریه و بربط فغان کرد,حافظ,216
غزل,11,0,صبا گر چاره داری وقت وقت است,حافظ,216
غزل,12,1,که درد اشتیاقم قصد جان کرد,حافظ,216
غزل,13,0,میان مهربانان کی توان گفت,حافظ,216
غزل,14,1,که یار ما چنین گفت و چنان کرد,حافظ,216
غزل,15,0,عدو با جان حافظ آن نکردی,حافظ,216
غزل,16,1,که تیر چشم آن ابروکمان کرد,حافظ,216
غزل,1,0,یاد باد آن که ز ما وقت سفر یاد نکرد,حافظ,217
غزل,2,1,به وداعی دل غمدیده ما شاد نکرد,حافظ,217
غزل,3,0,آن جوان بخت که می‌زد رقم خیر و قبول,حافظ,217
غزل,4,1,بنده پیر ندانم ز چه آزاد نکرد,حافظ,217
غزل,5,0,کاغذین جامه به خوناب بشویم که فلک,حافظ,217
غزل,6,1,رهنمونیم به پای علم داد نکرد,حافظ,217
غزل,7,0,دل به امید صدایی که مگر در تو رسد,حافظ,217
غزل,8,1,ناله‌ها کرد در این کوه که فرهاد نکرد,حافظ,217
غزل,9,0,سایه تا بازگرفتی ز چمن مرغ سحر,حافظ,217
غزل,10,1,آشیان در شکن طره شمشاد نکرد,حافظ,217
غزل,11,0,شاید ار پیک صبا از تو بیاموزد کار,حافظ,217
غزل,12,1,زان که چالاکتر از این حرکت باد نکرد,حافظ,217
غزل,13,0,کلک مشاطه صنعش نکشد نقش مراد,حافظ,217
غزل,14,1,هر که اقرار بدین حسن خداداد نکرد,حافظ,217
غزل,15,0,مطربا پرده بگردان و بزن راه عراق,حافظ,217
غزل,16,1,که بدین راه بشد یار و ز ما یاد نکرد,حافظ,217
غزل,17,0,غزلیات عراقیست سرود حافظ,حافظ,217
غزل,18,1,که شنید این ره دلسوز که فریاد نکرد,حافظ,217
غزل,1,0,رو بر رهش نهادم و بر من گذر نکرد,حافظ,218
